trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.16041356777517277}",30,13,29.246403500866986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.1588174261069207}",25,0,-2.840065148577323,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.1572371663136276}",30,7,4.0391166167540575,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1556726303679973}",25,15,-23.575668543353206,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.5, 'e': 0.15412366181513143}",25,19,2.198911264844843,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15259010575688386}",25,2,-15.084381465332392,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15107180883637084}",25,14,-3.727662564714576,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14956861922263506}",25,3,31.182211192833137,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14808038659546244}",25,8,24.62909781658913,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,0,-39.14775555233718,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.14514819848362376}",20,13,11.848609923467444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14370394977770296}",20,0,27.000374422318966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,0,28.364568525153167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.140858420921045}",35,23,18.43413400047391,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,17,14.010915514947856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,3,27.083243560861877,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13669542544552388}",25,3,4.428859081107369,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.1353352832366127}",25,11,10.051369455442513,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13398867466880496}",20,10,6.120545423661568,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13265546508012174}",20,11,19.126434196286624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13133552114849306}",25,18,-8.865823464075913,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13002871087842593}",20,14,12.237893545461555,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12873490358780426}",25,16,9.077254100948277,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12745396989482075}",30,15,17.99579022506536,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12618578170503877}",30,10,33.29929521585851,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12493021219858243}",30,18,23.211524050176486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12368713581745484}",30,11,32.86740952648384,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12245642825298192}",20,11,-24.337861988266948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.1212379664333817}",30,12,16.159715837119858,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145674}",25,14,2.7331395718267966,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11883729385240967}",20,0,17.4448377476971,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.1176548430217792}",25,9,27.29252650380947,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11648415777349698}",25,7,-8.350876406468814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806253}",25,10,26.24034149199881,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11417761691083651}",20,12,15.994084644981651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044986}",25,14,19.537176569045997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11191674861732889}",25,11,21.94636752615514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,9,4.6160615831486105,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551142}",20,9,21.252403212997343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495797}",20,6,25.44514843104523,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10752843013579497}",30,11,19.335129835286878,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10645850437925282}",20,11,-26.394707478511613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.10539922456186435}",35,27,18.68942656192544,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10435048475476501}",25,7,-9.066523166102987,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.10331218008310021}",20,0,22.744674743937793,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.10228420671553745}",20,12,14.461812446187768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10126646185388341}",20,3,7.9688062893803,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.10025884372280372}",25,5,8.967332022877045,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",30,14,24.639402928109007,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09827358560436156}",20,9,8.899663254194413,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09729574708953277}",25,9,-23.201357564233618,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.09632763823049305}",25,15,21.932760238079982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09536916221554963}",25,4,21.091403927038243,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09442022319630236}",25,13,-1.0999194906932215,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09348072627805848}",20,1,29.040914037874884,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09255057751034329}",20,12,16.048373955493208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09162968387750485}",20,4,19.631314595985835,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09071795328941253}",25,19,-13.764803201876543,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08981529457224764}",20,6,25.224801379821635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938636}",20,0,24.217776487329186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.08803683258237256}",25,13,17.56863273145046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08716085146198131}",30,3,22.153560498319745,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08629358649937051}",20,13,12.097100764974309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08543495096732125}",20,8,-19.515741239746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.5, 'e': 0.0845848590015647}",25,8,15.064256335646935,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08374322559219598}",25,13,23.267204145807554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08290996657517267}",25,9,22.722779937945567,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08208499862389881}",25,3,25.298669871934123,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089169}",25,8,29.093401842120347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,0,-61.782050995600784,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",25,11,5.7446318929858275,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067496}",30,21,16.6380642713402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115314}",30,5,40.15463149702247,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07730474044329975}",30,20,10.45232272507098,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07653554542391153}",25,14,9.378234746912526,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,2,31.708295907986358,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",20,8,21.61115367281629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433388}",20,0,-8.18808459070114,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.07353454376305711}",30,0,44.5314375888356,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.0728028628274356}",20,6,22.851222774581224,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07207846223876611}",20,4,25.085863540069845,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638607}",25,10,28.482712809422313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",25,18,13.27927549883785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06994822174465537}",25,7,33.98432177532805,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.069252225309346}",20,13,11.056240932921352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06856315415427792}",25,0,39.34569296163723,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",20,0,28.785103228903417,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,0,27.09114470277283,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.06653680671501687}",20,14,7.839239782486974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06587475442640296}",20,0,-67.60121414098641,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
273,False,"{'a': 0.5, 'e': 0.06521928966812754}",30,18,20.73166229491267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06457034689316848}",20,0,35.301575482393154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.06392786120670758}",25,18,12.561969681417978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06329176835964072}",20,14,8.290353387042783,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06266200474215317}",20,4,29.615692439510337,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.062038507377358304}",25,11,-16.048837094446977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.061421213915000133}",20,12,16.188144142069625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06081006262521796}",20,6,24.160640920974586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06020499239237355}",20,10,20.279133553551397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.059605942708939375}",25,13,20.4919971354223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05901285366944785}",20,11,17.548280365934843,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.058425665964500835}",20,8,-19.845178149220484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.05784432087483847}",20,3,29.598176646701834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057268760265467365}",30,14,21.361570433796732,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05669892657984692}",35,22,24.91840467937413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05613476283413373}",20,13,11.81015139177596,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05557621261148307}",25,14,23.167567960987498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.055023220056407245}",25,18,12.75450171959291,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.054475729869189866}",30,15,28.922503311059483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053933687300356026}",20,10,17.50508243232846,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05339703814519709}",35,27,12.49497876894706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.052865728738350375}",25,8,30.184893895188587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.052339705948432395}",20,13,5.267441049739977,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272585}",25,18,14.180765947376546,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191912}",25,18,6.454678096573339,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05079283386489851}",20,1,15.75609983123006,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.05028743672359187}",20,0,23.19119947740037,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.04978706836786395}",25,3,10.308963503672347,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.04929167876046216}",25,5,29.52033490958602,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04880121836201297}",20,9,19.804030608479312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.048315638126067775}",25,10,-15.43007211888827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.047834889494198375}",20,16,7.280847334757027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.047358924391140915}",20,11,14.663350505408596,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04688769521998849}",20,12,14.653907224297093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.04642115485743126}",30,1,40.94005002830314,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04595925664904421}",35,21,22.217673227233433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.045501954404621583}",35,21,24.357772142722137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.04504920239355781}",20,11,6.7565363926143736,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.04460095534027454}",20,16,6.710081988533443,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04415716841969287}",20,6,26.967398011136147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04371779725275095}",20,10,-65.17913267073222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
314,False,"{'a': 0.5, 'e': 0.0432827979019659}",25,13,15.979434726686385,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.042852126867040194}",20,14,10.753257110686752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04242574108051139}",25,17,13.401286036472847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.04200359790344556}",20,5,32.89179122006624,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.04158565512117317}",20,9,17.18233576381548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.041171870939067746}",20,0,29.925931864355555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.04076220397836621}",30,16,26.9509316580624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.040356613272031154}",20,2,-11.803257089879516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.0399550582606539}",30,16,26.448054625989613,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.03955749878839873}",30,18,19.01191185271438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.03916389509898707}",25,9,25.865478230318395,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.038774207831722016}",20,9,21.395223143575183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03838839801755206}",25,17,14.151293672973761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.03800642707517432}",25,11,15.199386392685243,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.03762825680717621}",20,14,5.8693231202324085,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.037253849396215816}",20,4,6.827917660799273,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.03688316740124}",20,12,-7.193295053234901,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.03651617375374041}",20,5,23.658687624406316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.03615283175404641}",20,14,11.5412888563954,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.035793105067655304}",25,10,28.02109923233528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03543695772159865}",25,11,26.257590809454157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03508435410084503}",25,0,37.34133132647317,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03473525894473857}",30,4,35.96255619276324,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.034389637343472716}",25,5,-7.032195348034593,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.03404745473459935}",20,6,-0.973122691324434,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.0337086768995724}",25,18,13.189386797513121,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03337326996032609}",20,15,8.429588157393816,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.03304120037588694}",20,13,11.846803304834195,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03271243493901982}",30,20,18.69089677424575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.03238694077290704}",20,6,27.30997356648622,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.032064685327860776}",35,21,26.699699429171446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.031745636378067946}",20,3,27.814079058633943,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03142976201836772}",25,12,22.67053727583447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.031117030661060866}",20,13,5.504120972341314,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.030807411032751083}",25,13,22.649928647394926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.030500872171217486}",30,19,20.64968950507599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.030197383422318508}",25,15,14.919081808356422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.029896914436926315}",25,11,26.59994622619217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029599435167892006}",20,0,18.428905244848842,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.029304915867040753}",35,9,48.02725203030768,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.02901332708219706}",30,14,32.40313256327139,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.028724639654239426}",30,0,48.38784315084558,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.02843882471418451}",25,10,26.434680949828213,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.0281558536803001}",20,12,15.884769945031282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027875698255247022}",20,8,24.30043608760002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.027598330423249294}",25,4,26.83041269676514,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.027323722447292562}",20,6,27.752065253517614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.02705184686635042}",20,14,12.868127843073333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.02678267649263818}",20,10,15.025505553306077,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026516184408894188}",30,15,26.36378795702044,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.026252343965687965}",20,12,12.313365463307974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.02599112877875535}",30,13,29.421985701768744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.025732512726359947}",30,19,20.286612475569427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025476469946681023}",20,12,16.20654748917317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
